SEQPLT18	YEAR	PSTATABB	PNAME	ORISPL	UTLSRVNM	LAT	LON	PLPRMFL	PLFUELCT	PLNGENAN	PLCO2AN	PLCO2EQA	PLC2ERTA	PLCO2CRT	UNCO2	BIOCO2	CHPCO2	PLGENACL	PLGENAOL	PLGENAGS	PLGENANC	PLGENAHY	PLGENABM	PLGENAWI	PLGENASO	PLGENAGT	PLGENAOF	PLGENAOP	PLGENATN	PLGENATR	PLGENATH
1	2018	AK	7-Mile Ridge Wind Project	60814	Alaska Power and Telephone Co	63.210689	-143.247156	WND	WIND																						
2	2018	AK	Agrium Kenai Nitrogen Operations	54452	Agrium US Inc	60.6732	-151.3784	NG	GAS																						
3	2018	AK	Alakanuk	57053	Alaska Village Elec Coop, Inc	62.6833	-164.6544	DFO	OIL	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2018	AK	Allison Creek Hydro	58982	Copper Valley Elec Assn, Inc	61.084444	-146.353333	WAT	HYDRO	23077								0	0	0	0	23077	0	0	0	0	0	0	0	23077	0
5	2018	AK	Ambler	60243	Alaska Village Elec Coop, Inc	67.08798	-157.856719	DFO	OIL	1206	996	1000	1658	1652	996			0	1206	0	0	0	0	0	0	0	0	0	1206	0	0
6	2018	AK	Anchorage 1	75	Anchorage Municipal Light and Power	61.2221	-149.8661	NG	GAS	28937	22650	22674	1567	1566	22650			0	80	28857	0	0	0	0	0	0	0	0	28937	0	0
7	2018	AK	Angoon	7462	Inside Passage Elec Coop, Inc	57.499166	-134.58614	DFO	OIL	1653	1433	1438	1739	1733	1433		0	0	1653	0	0	0	0	0	0	0	0	0	1653	0	0
8	2018	AK	Aniak	7182	Aniak Light & Power Co Inc	61.580678	-159.535643	DFO	OIL	2174	2225	2232	2054	2047	2225			0	2174	0	0	0	0	0	0	0	0	0	2174	0	0
9	2018	AK	Annex Creek	62	Alaska Electric Light&Power Co	58.3176	-134.101	WAT	HYDRO	26657								0	0	0	0	26657	0	0	0	0	0	0	0	26657	0
10	2018	AK	Auke Bay	7250	Alaska Electric Light&Power Co	58.3875	-134.6446	DFO	OIL	-88	259	260	0	0	259			0	-88	0	0	0	0	0	0	0	0	0	-88	0	0
11	2018	AK	Aurora Energy LLC Chena	79	Aurora Energy LLC	64.847743	-147.735063	SUB	COAL	177819	173611	174956	1968	1953	349775	0	176164	177819	0	0	0	0	0	0	0	0	0	0	177819	0	0
12	2018	AK	Barrow	7173	Barrow Utils & Elec Coop, Inc	71.292	-156.7786	NG	GAS	48253	44307	44353	1838	1836	44307		0	0	2	48251	0	0	0	0	0	0	0	0	48253	0	0
13	2018	AK	Battery Energy Storage System	57583	Golden Valley Elec Assn Inc	64.8167	-147.725	MWH	OTHF	-2428			0	0				0	0	0	0	0	0	0	0	0	0	-2428	-2428	0	0
14	2018	AK	Beaver Falls	6580	Ketchikan Public Utilities	55.37975	-131.470269	WAT	HYDRO	33310								0	0	0	0	33310	0	0	0	0	0	0	0	33310	0
15	2018	AK	Beluga	96	Chugach Electric Assn Inc	61.1861	-151.0356	NG	GAS	37832	41267	41309	2184	2182	41267			0	0	37832	0	0	0	0	0	0	0	0	37832	0	0
16	2018	AK	Bernice Lake	6292	Homer Electric Assn Inc	60.6935	-151.3874	NG	GAS	396	1385	1386	7002	6994	1385			0	0	396	0	0	0	0	0	0	0	0	396	0	0
17	2018	AK	Bethel	6566	Alaska Village Elec Coop, Inc	60.7897	-161.787778	DFO	OIL	40542	32382	32493	1603	1597	32382		0	0	40542	0	0	0	0	0	0	0	0	0	40542	0	0
18	2018	AK	Black Bear Lake	7752	Alaska Power and Telephone Co	55.476472	-133.14772	WAT	HYDRO	18099								0	0	0	0	18099	0	0	0	0	0	0	0	18099	0
19	2018	AK	Blue Lake Hydro	93	City & Borough of Sitka - (AK)	57.0516	-135.2297	WAT	HYDRO	56170								0	0	0	0	56170	0	0	0	0	0	0	0	56170	0
20	2018	AK	Bradley Lake	7367	Homer Electric Assn Inc	59.77862	-150.94015	WAT	HYDRO	404479								0	0	0	0	404479	0	0	0	0	0	0	0	404479	0
21	2018	AK	Brevig Mission	60260	Alaska Village Elec Coop, Inc	65.331716	-166.479506	DFO	OIL	1162	923	926	1594	1589	923			0	1162	0	0	0	0	0	0	0	0	0	1162	0	0
22	2018	AK	Centennial	7112	Metlakatla Power & Light	55.121433	-131.560267	DFO	OIL	5578	5200	5218	1871	1864	5200			0	5578	0	0	0	0	0	0	0	0	0	5578	0	0
23	2018	AK	Chester Lake	7168	Metlakatla Power & Light	55.116879	-131.545879	WAT	HYDRO	5384								0	0	0	0	5384	0	0	0	0	0	0	0	5384	0
24	2018	AK	Chevak	6311	Alaska Village Elec Coop, Inc	61.525297	-165.590152	DFO	OIL	1724	1533	1539	1785	1779	1533			0	1724	0	0	0	0	0	0	0	0	0	1724	0	0
25	2018	AK	Cooper Lake	6291	Chugach Electric Assn Inc	60.392331	-149.665603	WAT	HYDRO	59832								0	0	0	0	59832	0	0	0	0	0	0	0	59832	0
26	2018	AK	Craig (AK)	421	Alaska Power and Telephone Co	55.47691	-133.14869	DFO	OIL	2349	1981	1988	1692	1687	1981			0	2349	0	0	0	0	0	0	0	0	0	2349	0	0
27	2018	AK	Delta Power	56325	Golden Valley Elec Assn Inc	64.028056	-145.719444	DFO	OIL	-176	0	0	0	0	0			0	-176	0	0	0	0	0	0	0	0	0	-176	0	0
28	2018	AK	Delta Wind Farm	58511	Alaska Environmental Power	64.013889	-145.596667	WND	WIND	4498								0	0	0	0	0	0	4498	0	0	0	0	0	4498	4498
29	2018	AK	Dillingham	109	Nushagak Electric Coop, Inc	59.042914	-158.468597	DFO	OIL	19005	14999	15051	1584	1578	14999			0	19005	0	0	0	0	0	0	0	0	0	19005	0	0
30	2018	AK	Dutch Harbor	7502	City of Unalaska - (AK)	53.892459	-166.538185	DFO	OIL	54364	40319	40457	1488	1483	40319			0	54364	0	0	0	0	0	0	0	0	0	54364	0	0
31	2018	AK	Eielson AFB Central Heat & Power Plant	50392	U S Air Force-Eielson AFB	64.67141	-147.075988	SUB	COAL	67750	40256	40568	1198	1188	270702		230446	67619	131	0	0	0	0	0	0	0	0	0	67750	0	0
32	2018	AK	Eklutna Generation Station	58989	Matanuska Electric Assn Inc	61.457778	-149.351389	NG	GAS	614791	311750	312072	1015	1014	311750			0	0	614791	0	0	0	0	0	0	0	0	614791	0	0
33	2018	AK	Eklutna Hydro Project	77	Anchorage Municipal Light and Power	61.475211	-149.15009	WAT	HYDRO	168115								0	0	0	0	168115	0	0	0	0	0	0	0	168115	0
34	2018	AK	Elim	57060	Alaska Village Elec Coop, Inc	64.616558	-162.263717	DFO	OIL	1316	967	970	1474	1469	1070		103	0	1316	0	0	0	0	0	0	0	0	0	1316	0	0
35	2018	AK	Emmonak	6314	Alaska Village Elec Coop, Inc	62.777694	-164.531517	DFO	OIL	5347	4112	4126	1543	1538	4112		0	0	5347	0	0	0	0	0	0	0	0	0	5347	0	0
36	2018	AK	ESS Battery Microgrid	58405	Kodiak Electric Assn Inc	57.799167	-152.404167	MWH	OTHF	-240			0	0				0	0	0	0	0	0	0	0	0	0	-240	-240	0	0
37	2018	AK	Eva Creek Wind	57935	Golden Valley Elec Assn Inc	64.058333	-148.9	WND	WIND	65514								0	0	0	0	0	0	65514	0	0	0	0	0	65514	65514
38	2018	AK	Eyak Service Center BESS	62714	Cordova Electric Coop, Inc	60.54047	-145.74079	MWH	OTHF																						
39	2018	AK	Fairbanks	6286	Golden Valley Elec Assn Inc	64.854171	-147.719351	DFO	OIL	3927	7442	7467	3803	3790	7442			0	3927	0	0	0	0	0	0	0	0	0	3927	0	0
40	2018	AK	False Island	56146	Alaska Power and Telephone Co	55.48918	-133.1345	DFO	OIL	1575	1243	1247	1584	1578	1243			0	1575	0	0	0	0	0	0	0	0	0	1575	0	0
41	2018	AK	Fire Island Wind	58425	Fire Island Wind LLC	61.13	-150.243611	WND	WIND	51829								0	0	0	0	0	0	51829	0	0	0	0	0	51829	51829
42	2018	AK	Flywheel Energy Storage System Microgrid	60563	Kodiak Electric Assn Inc	57.780114	-152.443783	MWH	OTHF	-342			0	0				0	0	0	0	0	0	0	0	0	0	-342	-342	0	0
43	2018	AK	Fort Greely Power Plant	54834	Doyon Utilities - Fort Greely	63.973572	-145.716581	DFO	OIL	70	50	50	1446	1441	50			0	70	0	0	0	0	0	0	0	0	0	70	0	0
44	2018	AK	Galena Electric Utility	7437	Galena Electric Utility	64.74417	-156.8736	DFO	OIL	5550	5020	5037	1815	1809	5020		0	0	5550	0	0	0	0	0	0	0	0	0	5550	0	0
45	2018	AK	Gambell	57062	Alaska Village Elec Coop, Inc	63.777058	-171.712439	DFO	OIL	1438	1190	1194	1661	1655	1210		20	0	1438	0	0	0	0	0	0	0	0	0	1438	0	0
46	2018	AK	George M Sullivan Generation Plant 2	6559	Anchorage Municipal Light and Power	61.229713	-149.716744	NG	GAS	843328	413587	414015	982	981	413587			0	39	843289	0	0	0	0	0	0	0	0	843328	0	0
47	2018	AK	Glennallen	6305	Copper Valley Elec Assn, Inc	62.110415	-145.532529	DFO	OIL	9662	7854	7881	1631	1626	7854			0	9662	0	0	0	0	0	0	0	0	0	9662	0	0
48	2018	AK	Goat Lake Hydro	7751	Alaska Power and Telephone Co	59.5357	-135.2123	WAT	HYDRO	14916								0	0	0	0	14916	0	0	0	0	0	0	0	14916	0
49	2018	AK	Gold Creek	63	Alaska Electric Light&Power Co	58.3107	-134.4174	WAT	HYDRO	4103	8	8	4	2240	8			0	7	0	0	4096	0	0	0	0	0	0	7	4096	0
50	2018	AK	Green Lake	313	City & Borough of Sitka - (AK)	56.986284	-135.12275	WAT	HYDRO	52270								0	0	0	0	52270	0	0	0	0	0	0	0	52270	0
51	2018	AK	Gwitchyaa Zhee	7174	Gwitchyaa Zhee Utility Co	66.566287	-145.253052	DFO	OIL	2398	2386	2394	1997	1990	2386		0	0	2398	0	0	0	0	0	0	0	0	0	2398	0	0
52	2018	AK	Haines	69	Alaska Power and Telephone Co	59.235931	-135.446228	DFO	OIL	1126	1234	1238	2199	2192	1234			0	1126	0	0	0	0	0	0	0	0	0	1126	0	0
53	2018	AK	Healy	6288	Golden Valley Elec Assn Inc	63.8542	-148.95	LIG	COAL	262465	399161	402256	3065	3042	399161		0	257091	5374	0	0	0	0	0	0	0	0	0	262465	0	0
54	2018	AK	Hiilangaay Hydro	59037	Haida Energy, Inc.	55.216389	-132.603611	WAT	HYDRO																						
55	2018	AK	Hoonah	7463	Inside Passage Elec Coop, Inc	58.106432	-135.43074	DFO	OIL	4336	2955	2965	1368	1363	2955			0	4336	0	0	0	0	0	0	0	0	0	4336	0	0
56	2018	AK	Hooper Bay	6319	Alaska Village Elec Coop, Inc	61.530858	-166.101944	DFO	OIL	2791	2309	2317	1661	1655	2309			0	2791	0	0	0	0	0	0	0	0	0	2791	0	0
57	2018	AK	Humpback Creek	7042	Cordova Electric Coop, Inc	60.612822	-145.679411	WAT	HYDRO	3267								0	0	0	0	3267	0	0	0	0	0	0	0	3267	0
58	2018	AK	Hydaburg	423	Alaska Power and Telephone Co	55.204937	-132.821435	DFO	OIL	3	23	23	15406	15353	23			0	3	0	0	0	0	0	0	0	0	0	3	0	0
59	2018	AK	Industrial Plant	59793	Alaska Electric Light&Power Co	58.367635	-134.60802	DFO	OIL	130	459	461	7086	7062	459			0	130	0	0	0	0	0	0	0	0	0	130	0	0
60	2018	AK	International	6293	Chugach Electric Assn Inc	61.168972	-149.911038	NG	GAS	-752	335	336	0	0	335			0	0	-752	0	0	0	0	0	0	0	0	-752	0	0
61	2018	AK	Jarvis Street	6801	City & Borough of Sitka - (AK)	57.0497	-135.3128	DFO	OIL	-629	504	506	0	0	504			0	-629	0	0	0	0	0	0	0	0	0	-629	0	0
62	2018	AK	JBER Landfill Gas Power Plant	58380	Doyon Utilities, LLC	61.286	-149.61	LFG	BIOMASS	42948	165	166	8	8	27272	27106		0	0	264	0	0	42684	0	0	0	0	0	264	42684	42684
63	2018	AK	Kake	7464	Inside Passage Elec Coop, Inc	56.962983	-133.922557	DFO	OIL	2133	1653	1659	1555	1550	1653		0	0	2133	0	0	0	0	0	0	0	0	0	2133	0	0
64	2018	AK	Kasidaya Creek Hydro	56542	Alaska Power and Telephone Co	59.4072	-135.3408	WAT	HYDRO	10606								0	0	0	0	10606	0	0	0	0	0	0	0	10606	0
65	2018	AK	Kasigluk	57066	Alaska Village Elec Coop, Inc	60.8731	-162.5197	DFO	OIL	2507	1936	1942	1549	1544	2043		107	0	2507	0	0	0	0	0	0	0	0	0	2507	0	0
66	2018	AK	Ketchikan	84	Ketchikan Public Utilities	55.344641	-131.633425	WAT	HYDRO	15741								0	0	0	0	15741	0	0	0	0	0	0	0	15741	0
67	2018	AK	Kiana	6323	Alaska Village Elec Coop, Inc	66.973889	-160.428592	DFO	OIL	1632	1319	1324	1622	1617	1319			0	1632	0	0	0	0	0	0	0	0	0	1632	0	0
68	2018	AK	King Cove	7493	City of King Cove	55.061683	-162.3103	WAT	HYDRO	4537	614	616	271	1517	614		0	0	809	0	0	3728	0	0	0	0	0	0	809	3728	0
69	2018	AK	Kivalina	57065	Alaska Village Elec Coop, Inc	67.726644	-164.538447	DFO	OIL	1261	908	911	1445	1440	1025		117	0	1261	0	0	0	0	0	0	0	0	0	1261	0	0
70	2018	AK	Klawock	7466	Inside Passage Elec Coop, Inc	55.557778	-132.981389	DFO	OIL																						
71	2018	AK	Klawock Power Generation Station	61684	Alaska Power and Telephone Co	55.553197	-133.08535	DFO	OIL	1331	1149	1153	1732	1726	1149			0	1331	0	0	0	0	0	0	0	0	0	1331	0	0
72	2018	AK	Kodiak Microgrid	6281	Kodiak Electric Assn Inc	57.789956	-152.396982	DFO	OIL	74	881	884	23885	23804	881			0	74	0	0	0	0	0	0	0	0	0	74	0	0
73	2018	AK	Kotlik	57064	Alaska Village Elec Coop, Inc	63.03215	-163.553106	DFO	OIL	1922	1408	1413	1470	1465	1612		204	0	1922	0	0	0	0	0	0	0	0	0	1922	0	0
74	2018	AK	Kotzebue	6304	Kotzebue Electric Assn Inc	66.837778	-162.556944	DFO	OIL	21297	12906	12950	1216	1580	12906			0	16427	0	0	0	0	4960	0	0	0	-90	16337	4960	4960
75	2018	AK	Koyuk	57059	Alaska Village Elec Coop, Inc	64.932089	-161.167103	DFO	OIL	1291	910	913	1415	1410	1051		141	0	1291	0	0	0	0	0	0	0	0	0	1291	0	0
76	2018	AK	Lake Dorothy Hydroelectric Project	57085	Alaska Electric Light&Power Co	58.2325	-134.0533	WAT	HYDRO	81558								0	0	0	0	81558	0	0	0	0	0	0	0	81558	0
77	2018	AK	Lemon Creek	64	Alaska Electric Light&Power Co	58.3536	-134.4953	DFO	OIL	-695	496	498	0	0	496			0	-695	0	0	0	0	0	0	0	0	0	-695	0	0
78	2018	AK	Mahoney Lake Hydroelectric	59027	Ketchikan Electric Company	55.419444	-131.537778	WAT	HYDRO																						
79	2018	AK	Marshall	60244	Alaska Village Elec Coop, Inc	61.878186	-162.085147	DFO	OIL	1466	1148	1152	1572	1566	1148			0	1466	0	0	0	0	0	0	0	0	0	1466	0	0
80	2018	AK	McGrath	6555	McGrath Light & Power Co	62.95699	-155.594997	DFO	OIL	2111	1623	1629	1543	1538	1623		0	0	2111	0	0	0	0	0	0	0	0	0	2111	0	0
81	2018	AK	Mountain Village	6329	Alaska Village Elec Coop, Inc	62.085569	-163.729072	DFO	OIL	2724	2195	2203	1617	1612	2195			0	2724	0	0	0	0	0	0	0	0	0	2724	0	0
82	2018	AK	Naknek	6301	Naknek Electric Assn, Inc	58.730417	-157.007222	DFO	OIL	24329	10539	10575	869	866	18382		7842	0	24329	0	0	0	0	0	0	0	0	0	24329	0	0
83	2018	AK	New Stuyahok	60245	Alaska Village Elec Coop, Inc	59.448358	-157.325528	DFO	OIL	1803	1514	1519	1685	1680	1514			0	1803	0	0	0	0	0	0	0	0	0	1803	0	0
84	2018	AK	Newhalen	7183	I-N-N Electric Coop, Inc	59.899054	-154.698735	WAT	HYDRO	3324	70	70	42	2297	70			0	61	0	0	3263	0	0	0	0	0	0	61	3263	0
85	2018	AK	Nikiski Co-Generation	55966	Homer Electric Assn Inc	60.676539	-151.377713	NG	GAS	404744	209303	209519	1035	1034	209303			0	0	404744	0	0	0	0	0	0	0	0	404744	0	0
86	2018	AK	Noatak	57051	Alaska Village Elec Coop, Inc	67.570931	-162.965728	DFO	OIL	1898	1468	1473	1552	1547	1468		0	0	1898	0	0	0	0	0	0	0	0	0	1898	0	0
87	2018	AK	Noorvik	6330	Alaska Village Elec Coop, Inc	66.834519	-161.038717	DFO	OIL	1972	1536	1541	1563	1557	1536			0	1972	0	0	0	0	0	0	0	0	0	1972	0	0
88	2018	AK	North Pole	6285	Golden Valley Elec Assn Inc	64.7356	-147.3481	WO	OIL	369250	299786	305335	1654	1624	299786			0	369250	0	0	0	0	0	0	0	0	0	369250	0	0
89	2018	AK	Northway	7169	Alaska Power and Telephone Co	62.9617	-141.9372	DFO	OIL	1102	985	988	1793	1787	985			0	1102	0	0	0	0	0	0	0	0	0	1102	0	0
90	2018	AK	NSB Anaktuvuk Pass	7487	North Slope Borough Power & Light	68.13795	-151.741017	DFO	OIL	3804	3402	3414	1795	1789	3402		0	0	3804	0	0	0	0	0	0	0	0	0	3804	0	0
91	2018	AK	NSB Atqasuk Utility	7482	North Slope Borough Power & Light	70.4826	-157.4252	DFO	OIL	2965	3003	3013	2032	2025	3003		0	0	2965	0	0	0	0	0	0	0	0	0	2965	0	0
92	2018	AK	NSB Kaktovik Utility	7483	North Slope Borough Power & Light	70.125617	-143.619033	DFO	OIL	4449	4012	4026	1810	1804	4012		0	0	4449	0	0	0	0	0	0	0	0	0	4449	0	0
93	2018	AK	NSB Nuiqsut Utility	7484	North Slope Borough Power & Light	70.220565	-150.993492	DFO	OIL	6780	6247	6255	1845	1843	6247		0	0	926	5854	0	0	0	0	0	0	0	0	6780	0	0
94	2018	AK	NSB Point Hope Utility	7485	North Slope Borough Power & Light	68.348424	-166.737211	DFO	OIL	6512	6368	6389	1962	1956	6368		0	0	6512	0	0	0	0	0	0	0	0	0	6512	0	0
95	2018	AK	NSB Point Lay Utility	7486	North Slope Borough Power & Light	69.740833	-163.005833	DFO	OIL	4032	3016	3026	1501	1496	3016		0	0	4032	0	0	0	0	0	0	0	0	0	4032	0	0
96	2018	AK	NSB Wainwright Utility	7488	North Slope Borough Power & Light	70.642877	-160.020461	DFO	OIL	6947	6245	6266	1804	1798	6245		0	0	6947	0	0	0	0	0	0	0	0	0	6947	0	0
97	2018	AK	Nunapitchuk	6333	Alaska Village Elec Coop, Inc	60.89588	-162.459756	DFO	OIL																						
98	2018	AK	Nymans Plant Microgrid	7723	Kodiak Electric Assn Inc	57.731608	-152.507044	DFO	OIL	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0
99	2018	AK	Orca	789	Cordova Electric Coop, Inc	60.555889	-145.752983	DFO	OIL	7021	5914	5934	1690	1685	5914			0	7021	0	0	0	0	0	0	0	0	0	7021	0	0
100	2018	AK	Pelican	6702	Pelican Utility	57.957197	-136.220095	WAT	HYDRO	1309	159	159	243	1957	159			0	162	0	0	1147	0	0	0	0	0	0	162	1147	0
101	2018	AK	Petersburg	91	Petersburg Borough - (AK)	56.81104	-132.957091	WAT	HYDRO	9319	358	359	77	1734	358			0	413	0	0	8906	0	0	0	0	0	0	413	8906	0
102	2018	AK	Pillar Mountain Wind Project Microgrid	57187	Kodiak Electric Assn Inc	57.7869	-152.4406	WND	WIND	26170								0	0	0	0	0	0	26170	0	0	0	0	0	26170	26170
103	2018	AK	Pilot Station	57058	Alaska Village Elec Coop, Inc	61.936456	-162.880706	DFO	OIL	1802	1413	1418	1574	1569	1413		0	0	1802	0	0	0	0	0	0	0	0	0	1802	0	0
104	2018	AK	Port Lions Microgrid	6282	Kodiak Electric Assn Inc	57.864775	-152.855441	DFO	OIL																						
105	2018	AK	Power Creek	7862	Cordova Electric Coop, Inc	60.588686	-145.604539	WAT	HYDRO	15171								0	0	0	0	15171	0	0	0	0	0	0	0	15171	0
106	2018	AK	Purple Lake	6302	Metlakatla Power & Light	55.091263	-131.544978	WAT	HYDRO	8157								0	0	0	0	8157	0	0	0	0	0	0	0	8157	0
107	2018	AK	Quinhagak	57057	Alaska Village Elec Coop, Inc	59.747436	-161.910647	DFO	OIL	1591	1141	1145	1440	1435	1338		197	0	1591	0	0	0	0	0	0	0	0	0	1591	0	0
108	2018	AK	S W Bailey	85	Ketchikan Public Utilities	55.357397	-131.69696	DFO	OIL	18614	15323	15376	1652	1646	15323			0	18614	0	0	0	0	0	0	0	0	0	18614	0	0
109	2018	AK	Salmon Creek 1	65	Alaska Electric Light&Power Co	58.3269	-134.4631	WAT	HYDRO	24389								0	0	0	0	24389	0	0	0	0	0	0	0	24389	0
110	2018	AK	Savoonga	57052	Alaska Village Elec Coop, Inc	63.695267	-170.475661	DFO	OIL	2095	1595	1600	1528	1522	1595		0	0	2095	0	0	0	0	0	0	0	0	0	2095	0	0
111	2018	AK	Scammon Bay	57056	Alaska Village Elec Coop, Inc	61.843036	-165.581497	DFO	OIL	1641	1320	1325	1615	1609	1346		25	0	1641	0	0	0	0	0	0	0	0	0	1641	0	0
112	2018	AK	Selawik	6341	Alaska Village Elec Coop, Inc	66.606778	-160.014808	DFO	OIL	2685	2163	2171	1617	1611	2163			0	2685	0	0	0	0	0	0	0	0	0	2685	0	0
113	2018	AK	Seldovia	6283	Homer Electric Assn Inc	59.439542	-151.713439	DFO	OIL	85	81	82	1924	1918	81			0	85	0	0	0	0	0	0	0	0	0	85	0	0
114	2018	AK	Seward (AK)	92	City of Seward - (AK)	60.130922	-149.43501	DFO	OIL	144	156	156	2173	2165	156			0	144	0	0	0	0	0	0	0	0	0	144	0	0
115	2018	AK	Shishmaref	6345	Alaska Village Elec Coop, Inc	66.255072	-166.073589	DFO	OIL	1590	1399	1403	1765	1759	1399			0	1590	0	0	0	0	0	0	0	0	0	1590	0	0
116	2018	AK	Shungnak	57063	Alaska Village Elec Coop, Inc	66.888114	-157.140206	DFO	OIL	1583	1309	1313	1659	1654	1309		0	0	1583	0	0	0	0	0	0	0	0	0	1583	0	0
117	2018	AK	Silvis	6581	Ketchikan Public Utilities	55.381402	-131.517758	WAT	HYDRO	9221								0	0	0	0	9221	0	0	0	0	0	0	0	9221	0
118	2018	AK	Skagway	66	Alaska Power and Telephone Co	59.4545	-135.3131	WAT	HYDRO	1951	70	70	72	0	70			0	-37	0	0	1988	0	0	0	0	0	0	-37	1988	0
119	2018	AK	Slana Generating Station	61685	Alaska Power and Telephone Co	62.592756	-143.588869	DFO	OIL	1336	1048	1052	1575	1569	1048			0	1336	0	0	0	0	0	0	0	0	0	1336	0	0
120	2018	AK	Snake River	90	Nome Joint Utility Systems	64.505331	-165.429814	DFO	OIL	32235	20979	21051	1306	1390	20979		0	0	30191	0	0	0	0	2044	0	0	0	0	30191	2044	2044
121	2018	AK	Snettisham	78	Alaska Electric Light&Power Co	58.1415	-133.737	WAT	HYDRO	259856								0	0	0	0	259856	0	0	0	0	0	0	0	259856	0
122	2018	AK	Soldotna	57206	Homer Electric Assn Inc	60.499444	-150.997222	NG	GAS	23756	16410	16427	1383	1382	16410			0	0	23756	0	0	0	0	0	0	0	0	23756	0	0
123	2018	AK	Solomon Gulch	390	Copper Valley Elec Assn, Inc	61.0828	-146.3033	WAT	HYDRO	42087								0	0	0	0	42087	0	0	0	0	0	0	0	42087	0
124	2018	AK	South Fork	56265	Alaska Power and Telephone Co	55.563333	-132.891111	WAT	HYDRO	4146								0	0	0	0	4146	0	0	0	0	0	0	0	4146	0
125	2018	AK	Southcentral Power Project	57036	Chugach Electric Assn Inc	61.167417	-149.905304	NG	GAS	815365	372009	372394	913	912	372009			0	0	815365	0	0	0	0	0	0	0	0	815365	0	0
126	2018	AK	St Marys IC	6338	Alaska Village Elec Coop, Inc	62.051525	-163.172567	DFO	OIL	3024	2722	2731	1807	1800	2722		0	0	3024	0	0	0	0	0	0	0	0	0	3024	0	0
127	2018	AK	St. Michael	57061	Alaska Village Elec Coop, Inc	63.4775	-162.0383	DFO	OIL																						
128	2018	AK	Stebbins	57055	Alaska Village Elec Coop, Inc	63.521047	-162.286322	DFO	OIL	3462	2713	2723	1573	1568	2713		0	0	3462	0	0	0	0	0	0	0	0	0	3462	0	0
129	2018	AK	Swampy Acres	60250	Kodiak Electric Assn Inc	57.77556	-152.48028	DFO	OIL	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	2018	AK	Swan Lake	70	Southeast Alaska Power Agency	55.615208	-131.356111	WAT	HYDRO	58416								0	0	0	0	58416	0	0	0	0	0	0	0	58416	0
131	2018	AK	Sweetheart Lake Hydroelectric Facility	60588	Juneau Hydropower, Inc	57.9449	-133.6867	WAT	HYDRO																						
132	2018	AK	Terror Lake Microgrid	71	Kodiak Electric Assn Inc	57.6861	-152.895	WAT	HYDRO	121969								0	0	0	0	121969	0	0	0	0	0	0	0	121969	0
133	2018	AK	Tesoro Kenai Cogeneration Plant	52184	Tesoro Alaska Company LLC	60.677	-151.3815	NG	GAS	64727	18698	18717	578	578	45330		26632	0	0	64727	0	0	0	0	0	0	0	0	64727	0	0
134	2018	AK	Thorne Bay Plant	7414	Alaska Power and Telephone Co	55.68586	-132.52892	DFO	OIL	77	115	115	2988	2978	115			0	77	0	0	0	0	0	0	0	0	0	77	0	0
135	2018	AK	TNSG North Plant	58278	TDX North Slope Generating Inc.	70.235278	-148.383611	NG	GAS	61008	44904	44950	1474	1472	44904			0	0	61008	0	0	0	0	0	0	0	0	61008	0	0
136	2018	AK	TNSG South Plant	58117	TDX North Slope Generating Inc.	70.2	-148.466667	NG	GAS	-480	72	72	0	0	72			0	0	-480	0	0	0	0	0	0	0	0	-480	0	0
137	2018	AK	Togiak	6348	Alaska Village Elec Coop, Inc	59.059744	-160.380278	DFO	OIL	3017	2631	2640	1750	1744	2631		0	0	3017	0	0	0	0	0	0	0	0	0	3017	0	0
138	2018	AK	Tok	406	Alaska Power and Telephone Co	63.33552	-142.99997	DFO	OIL	9185	7327	7352	1601	1595	7327			0	9185	0	0	0	0	0	0	0	0	0	9185	0	0
139	2018	AK	Toksook Bay	57067	Alaska Village Elec Coop, Inc	60.530142	-165.108575	DFO	OIL	2886	2200	2208	1530	1525	2425		225	0	2886	0	0	0	0	0	0	0	0	0	2886	0	0
140	2018	AK	Tyee Lake Hydroelectric Facility	61166	Southeast Alaska Power Agency	56.216403	-131.504344	WAT	HYDRO	117206								0	0	0	0	117206	0	0	0	0	0	0	0	117206	0
141	2018	AK	Unalakleet	6299	Unalakleet Valley Elec Coop	63.876789	-160.790414	DFO	OIL	3298	2655	2664	1616	1610	2655		0	0	3298	0	0	0	0	0	0	0	0	0	3298	0	0
142	2018	AK	Unalaska Power Module	7503	City of Unalaska - (AK)	53.863993	-166.512591	DFO	OIL	201	161	162	1610	1605	161			0	201	0	0	0	0	0	0	0	0	0	201	0	0
143	2018	AK	Unisea G 2	54422	Unisea Inc	53.8796	-166.5532	DFO	OIL	30516	22804	22891	1500	1495	25440	2637	0	0	27726	0	0	0	2790	0	0	0	0	0	27726	2790	2790
144	2018	AK	University of Alaska Fairbanks	50711	University of Alaska	64.854171	-147.822075	SUB	COAL	41638	24750	24930	1197	1189	123217	0	98466	35858	5780	0	0	0	0	0	0	0	0	0	41638	0	0
145	2018	AK	Upper Kalskag	57054	Alaska Village Elec Coop, Inc	61.526858	-160.348128	DFO	OIL	1531	1211	1215	1587	1582	1211		0	0	1531	0	0	0	0	0	0	0	0	0	1531	0	0
